id,group,variable,type,value,unit,location,metadata,time,created_at
652d1e17ca1e830009137238,1697455639161,application_id,string,iot-csf-ifsc,,,,2023-10-16 11:27:19.198,2023-10-16 11:27:19.198
652d1e17ca1e830009137239,1697455639161,fport,number,1,,,,2023-10-16 11:27:19.198,2023-10-16 11:27:19.198
652d1e17ca1e83000913723a,1697455639161,fcnt,number,166,,,,2023-10-16 11:27:19.198,2023-10-16 11:27:19.198
652d1e17ca1e83000913723b,1697455639161,gateway_eui,string,0000F8033201A727,,,,2023-10-16 11:27:19.199,2023-10-16 11:27:19.199
652d1e17ca1e83000913723c,1697455639161,rssi,number,-96,,,,2023-10-16 11:27:19.199,2023-10-16 11:27:19.199
652d1e17ca1e83000913723d,1697455639161,snr,number,0.8,,,,2023-10-16 11:27:19.199,2023-10-16 11:27:19.199
652d1e17ca1e83000913723e,1697455639161,gateway_location,string,"-27.608081294592182,-48.633736499977516",,"{""type"": ""Point"", ""coordinates"": [-48.633736499977516, -27.608081294592182]}",,2023-10-16 11:27:19.199,2023-10-16 11:27:19.199
652d1e17ca1e83000913723f,1697455639161,frm_payload,string,7b224c756d696e6f736964616465223a33342c2254656d7065726174757261223a32342e32393939393932342c22556d6964616465223a38367d,,,,2023-10-16 11:27:19.2,2023-10-16 11:27:19.2
652d1e2f6ae3bb0009506f60,1697455663280,text,string,"{""Luminosidade"":33,""Temperatura"":24.29999924,""Umidade"":85}",,,,2023-10-16 11:27:43.325,2023-10-16 11:27:43.325
652d1e2f6ae3bb0009506f61,1697455663280,lora_bandwidth,number,125000,,,,2023-10-16 11:27:43.326,2023-10-16 11:27:43.326
652d1e2f6ae3bb0009506f62,1697455663280,lora_spreading_factor,number,7,,,,2023-10-16 11:27:43.326,2023-10-16 11:27:43.326
652d1e2f6ae3bb0009506f63,1697455663280,lora_coding_rate,string,4/5,,,,2023-10-16 11:27:43.326,2023-10-16 11:27:43.326
652d1e2f6ae3bb0009506f64,1697455663280,frequency,string,917200000,,,,2023-10-16 11:27:43.326,2023-10-16 11:27:43.327
652d1e2f6ae3bb0009506f65,1697455663280,timestamp,number,49618235,,,,2023-10-16 11:27:43.327,2023-10-16 11:27:43.327
652d1e2f6ae3bb0009506f66,1697455663280,device_id,string,eui-50f8a500000103e3,,,,2023-10-16 11:27:43.327,2023-10-16 11:27:43.327
652d1e2f6ae3bb0009506f67,1697455663280,application_id,string,iot-csf-ifsc,,,,2023-10-16 11:27:43.327,2023-10-16 11:27:43.327
652d1e2f6ae3bb0009506f68,1697455663280,fport,number,1,,,,2023-10-16 11:27:43.327,2023-10-16 11:27:43.328
652d1e2f6ae3bb0009506f69,1697455663280,fcnt,number,167,,,,2023-10-16 11:27:43.328,2023-10-16 11:27:43.328
652d1e2f6ae3bb0009506f6a,1697455663280,gateway_eui,string,0000F8033201A727,,,,2023-10-16 11:27:43.328,2023-10-16 11:27:43.328
652d1e2f6ae3bb0009506f6b,1697455663280,rssi,number,-94,,,,2023-10-16 11:27:43.328,2023-10-16 11:27:43.328
652d1e2f6ae3bb0009506f6c,1697455663280,snr,number,4.2,,,,2023-10-16 11:27:43.328,2023-10-16 11:27:43.329
652d1e2f6ae3bb0009506f6d,1697455663280,gateway_location,string,"-27.608081294592182,-48.633736499977516",,"{""type"": ""Point"", ""coordinates"": [-48.633736499977516, -27.608081294592182]}",,2023-10-16 11:27:43.329,2023-10-16 11:27:43.329
